<Mach-1 File>
<INFO>
Date:	Mon, Nov 13, 2023
Time:	14:47:41.800
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561140
Mach-1 System Model:	V500ct
Load Cell Name:	FT31009
Load Cell Type:	Multiple-axis
Load Cell Calibration Factor:	0.996708
Load Cell Offset:	-86.095833
Load Cell Calibration Date:	2023-11-13
<END INFO>
<Find Contact>
Stage Axis:	Position (z)
Load Cell Axis:	Fz
Direction:	Positive
Contact Criteria, N:	0.200000
Stage Velocity, mm/s:	0.1000
Stage Limit, mm:	3.0000
Stage Repositioning:	2X Load Resolution
Offset, mm:	0.0000
<DATA>
Time, s	Position (z), mm	Position (theta), deg	Fx, N	Fy, N	Fz, N	Tx, N-mm	Ty, N-mm	Tz, N-mm
0.000000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.010000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.020000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.030000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.040000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.050000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.060000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.070000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.080000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.090000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.100000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.110000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.120000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.130000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.996708	0.996708
0.140000	-2.667500	0.000000	-0.006479	-0.019436	0.000000	-0.498354	0.996708	0.996708
0.150000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.160000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.170000	-2.667500	0.000000	-0.006479	-0.012957	0.000000	-0.498354	0.498354	0.996708
0.180000	-2.667500	0.000000	-0.006479	-0.019436	0.000000	-0.498354	0.498354	0.996708
0.190000	-2.667500	0.000000	-0.006479	-0.019436	0.000000	-0.498354	0.498354	0.996708
