<Mach-1 File>
<INFO>
Date:	Mon, Nov 13, 2023
Time:	14:48:53.800
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561140
Mach-1 System Model:	V500ct
Load Cell Name:	FT31009
Load Cell Type:	Multiple-axis
Load Cell Calibration Factor:	0.996708
Load Cell Offset:	-86.095833
Load Cell Calibration Date:	2023-11-13
<END INFO>
<Stress Relaxation>
Stage Axis:	Position (z)
Load Cell Axis:	Fz
Amplitude, mm:	0.0516
Velocity, mm/s:	0.0069
Number of Ramp:	1
Stop based on:	Fixed Relaxation Time
Fixed Relaxation Time, s:	60
Relaxation Rate, N/min:	0.0100
Time for Measurement of the Slope, s:	10
<DATA>
Time, s	Position (z), mm	Position (theta), deg	Fx, N	Fy, N	Fz, N	Tx, N-mm	Ty, N-mm	Tz, N-mm
0.000000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.010000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.020000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.030000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.040000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.050000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.060000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.070000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.080000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.090000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.100000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.110000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.120000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.130000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.140000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.150000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.160000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.170000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.180000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.190000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.200000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.210000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.220000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.230000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.240000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.250000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.260000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.270000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.280000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.290000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.300000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.310000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.320000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.330000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.340000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.350000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.360000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.370000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.380000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.390000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.400000	-2.400900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.410000	-2.400800	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.420000	-2.400800	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.430000	-2.400500	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.440000	-2.400200	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.450000	-2.400000	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.460000	-2.399800	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.470000	-2.399700	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.480000	-2.399600	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.490000	-2.399500	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.500000	-2.399400	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.510000	-2.399400	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.520000	-2.399300	0.000000	-0.006479	0.000000	0.000000	0.000000	0.000000	0.000000
0.530000	-2.399200	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.540000	-2.399100	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.550000	-2.399100	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.560000	-2.399000	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.570000	-2.398900	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.580000	-2.398800	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.590000	-2.398800	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.600000	-2.398700	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.610000	-2.398700	0.000000	-0.006479	0.000000	0.000000	0.000000	0.000000	0.000000
0.620000	-2.398600	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.630000	-2.398500	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.640000	-2.398400	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.650000	-2.398400	0.000000	-0.006479	0.000000	0.000000	0.000000	0.000000	0.000000
0.660000	-2.398300	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
0.670000	-2.398200	0.000000	-0.006479	0.000000	0.000000	0.000000	0.498354	0.000000
