<Mach-1 File>
<INFO>
Date:	Mon, Oct 30, 2023
Time:	15:02:25.032
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561140
Mach-1 System Model:	V500ct
Load Cell Name:	FT31009
Load Cell Type:	Multiple-axis
Load Cell Calibration Factor:	0.996708
Load Cell Offset:	-84.010333
Load Cell Calibration Date:	2023-10-30
<END INFO>
<Stress Relaxation>
Stage Axis:	Position (z)
Load Cell Axis:	Fz
Amplitude, mm:	0.1555
Velocity, mm/s:	0.3111
Number of Ramp:	1
Stop based on:	Fixed Relaxation Time
Fixed Relaxation Time, s:	60
Relaxation Rate, N/min:	0.0100
Time for Measurement of the Slope, s:	10
<DATA>
Time, s	Position (z), mm	Position (theta), deg	Fx, N	Fy, N	Fz, N	Tx, N-mm	Ty, N-mm	Tz, N-mm
0.000000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.010000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.020000	-1.353500	0.000000	0.259144	-0.084222	-41.283654	-51.330472	1.993416	-4.983541
0.030000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.040000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.050000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.060000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.070000	-1.353500	0.000000	0.259144	-0.084222	-41.283654	-51.330472	1.993416	-4.983541
0.080000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.090000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.100000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.110000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.120000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.130000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.140000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.150000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.160000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.170000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.180000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.190000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.200000	-1.353500	0.000000	0.259144	-0.090700	-41.303588	-51.330472	1.993416	-4.983541
0.210000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.220000	-1.353500	0.000000	0.259144	-0.084222	-41.283654	-51.330472	1.993416	-4.983541
0.230000	-1.353500	0.000000	0.259144	-0.084222	-41.283654	-51.330472	1.993416	-4.983541
0.240000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.250000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.260000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.270000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.280000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.290000	-1.353500	0.000000	0.259144	-0.090700	-41.283654	-51.330472	1.993416	-4.983541
0.300000	-1.353400	0.000000	0.259144	-0.090700	-41.303588	-51.330472	1.993416	-4.983541
0.310000	-1.349800	0.000000	0.259144	-0.090700	-41.403258	-51.828826	1.993416	-4.983541
0.320000	-1.344400	0.000000	0.265623	-0.090700	-42.380033	-53.323889	1.495062	-4.983541
0.330000	-1.342200	0.000000	0.298016	-0.103658	-44.772132	-56.812367	0.996708	-5.481895
0.340000	-1.338400	0.000000	0.323930	-0.123093	-47.243969	-60.799200	0.000000	-5.481895
0.350000	-1.335200	0.000000	0.356323	-0.129572	-49.237385	-63.789325	-0.996708	-5.980249
0.360000	-1.331900	0.000000	0.375759	-0.142529	-51.031460	-66.281095	-1.993416	-5.980249
0.370000	-1.328700	0.000000	0.401673	-0.149008	-52.725864	-68.772866	-2.990125	-6.478603
0.380000	-1.325600	0.000000	0.421109	-0.155486	-54.440202	-71.264636	-3.488479	-6.478603
0.390000	-1.322200	0.000000	0.440545	-0.155486	-56.214342	-73.258052	-3.986833	-6.478603
0.400000	-1.319400	0.000000	0.459981	-0.155486	-58.008417	-75.749823	-4.485187	-6.976957
0.410000	-1.316000	0.000000	0.472938	-0.155486	-59.662953	-77.743239	-4.485187	-6.976957
0.420000	-1.313000	0.000000	0.492374	-0.155486	-61.377291	-79.238302	-4.983541	-6.976957
0.430000	-1.309700	0.000000	0.505331	-0.149008	-63.091629	-81.231718	-4.983541	-7.475311
0.440000	-1.306500	0.000000	0.518288	-0.149008	-64.726230	-82.726780	-5.481895	-7.475311
0.450000	-1.303500	0.000000	0.524767	-0.142529	-66.121622	-84.221843	-5.481895	-7.475311
0.460000	-1.300200	0.000000	0.492374	-0.142529	-66.779449	-84.720197	-3.488479	-7.475311
0.470000	-1.297100	0.000000	0.408152	-0.149008	-66.679778	-85.218551	1.993416	-7.475311
0.480000	-1.293900	0.000000	0.285059	-0.155486	-66.281095	-85.218551	9.468728	-7.475311
