<Mach-1 File>
<INFO>
Date:	Mon, Oct 30, 2023
Time:	15:04:42.632
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561140
Mach-1 System Model:	V500ct
Load Cell Name:	FT31009
Load Cell Type:	Multiple-axis
Load Cell Calibration Factor:	0.996708
Load Cell Offset:	-84.010333
Load Cell Calibration Date:	2023-10-30
<END INFO>
<Stress Relaxation>
Stage Axis:	Position (z)
Load Cell Axis:	Fz
Amplitude, mm:	0.3111
Velocity, mm/s:	0.3111
Number of Ramp:	1
Stop based on:	Fixed Relaxation Time
Fixed Relaxation Time, s:	60
Relaxation Rate, N/min:	0.0100
Time for Measurement of the Slope, s:	10
<DATA>
Time, s	Position (z), mm	Position (theta), deg	Fx, N	Fy, N	Fz, N	Tx, N-mm	Ty, N-mm	Tz, N-mm
0.000000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.010000	-1.198000	0.000000	0.207315	-0.019436	-72.779633	-83.723489	18.937456	-8.472020
0.020000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.030000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.040000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.050000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.060000	-1.198000	0.000000	0.207315	-0.019436	-72.779633	-83.723489	18.937456	-8.472020
0.070000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.080000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.090000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.100000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.110000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.120000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.130000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.140000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.150000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.160000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.170000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.180000	-1.198000	0.000000	0.207315	-0.019436	-72.779633	-83.723489	18.937456	-8.472020
0.190000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.200000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.210000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.220000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.230000	-1.198000	0.000000	0.207315	-0.019436	-72.779633	-83.723489	18.937456	-8.472020
0.240000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.250000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.260000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
0.270000	-1.198000	0.000000	0.207315	-0.019436	-72.799567	-83.723489	18.937456	-8.472020
